"Statistic","Economics League Table 2008 to 2022"
"Variable","Year,Rank,Institution,Entry Standards,Student Satisfaction,Research Quality,Research Intensity,Graduate Prospects,Graduate Prospects - Outcomes,Graduate Prospects On Track,Research Assessment,Overall Score"
"Note","For latest league table please refer to https://www.thecompleteuniversityguide.co.uk/league-tables/rankings/economics. © 2021 Complete University Guide Limited. All rights reserved."
""
"Year","Rank","Institution","Entry Standards","Student Satisfaction","Research Quality","Research Intensity","Graduate Prospects","Graduate Prospects - Outcomes","Graduate Prospects On Track","Research Assessment","Overall Score"
"2019","33","Sheffield","151","3.95","2.58","0.57","86","","","","92.2"
"2019","34","Essex","109","4.10","3.25","0.83","80","","","","91.7"
"2019","35","Cardiff","151","3.62","3.28","0.56","77","","","","91.4"
"2019","36","Queen's, Belfast","147","3.94","2.88","0.88","74","","","","91.3"
"2019","37","Reading","141","3.89","3.11","0.61","75","","","","91.1"
"2019","38","Bradford","122","4.05","2.83","0.33","83","","","","90.7"
"2019","39","Coventry","113","4.48","2.50","0.06","86","","","","90.7"
"2019","40","SOAS University of London","140","3.97","2.70","0.72","76","","","","90.6"
"2019","41","Liverpool","148","3.93","2.92","0.53","73","","","","90.6"
"2019","42","Portsmouth","112","4.21","2.74","0.31","83","","","","90.4"
"2019","43","Dundee","145","4.12","2.30","0.65","76","","","","90.3"
"2019","44","Ulster","119","3.85","2.94","0.96","75","","","","90.2"
"2019","45","De Montfort","96","4.34","2.74","0.33","83","","","","90.1"
"2019","46","Swansea","128","3.87","2.93","0.57","76","","","","90.0"
"2019","47","Nottingham Trent","124","4.29","2.65","0.17","77","","","","89.8"
"2019","48","West of England, Bristol","107","4.30","2.59","0.23","79","","","","89.3"
"2019","49","Bangor","116","4.08","2.81","0.70","71","","","","89.2"
"2019","50","Hull","118","3.92","2.54","0.46","80","","","","89.2"
"2019","51","Leicester","133","3.90","2.59","0.77","71","","","","89.1"
"2019","52","Middlesex","101","3.87","2.72","0.32","83","","","","88.9"
"2019","53","Goldsmiths, University of London","113","3.85","2.50","0.95","","","","","88.8"
"2019","54","Oxford Brookes","120","4.05","2.65","0.19","76","","","","88.7"
"2019","55","Manchester Metropolitan","122","4.08","2.60","0.16","75","","","","88.6"
"2019","56","Huddersfield","121","4.12","2.44","0.17","","","","","88.1"
"2019","57","Central Lancashire","112","4.45","2.40","0.22","68","","","","87.6"
"2019","58","Plymouth","110","4.11","2.48","0.60","68","","","","87.5"
"2019","59","Birkbeck, University of London","98","3.79","2.60","0.79","","","","","87.4"
"2019","60","Salford","115","3.76","2.66","0.22","","","","","87.1"
"2019","61","Keele","113","3.90","2.40","0.54","70","","","","87.0"
"2019","62","Cardiff Metropolitan","109","3.71","","","90","","","","86.7"
"2019","63","Brunel University London","111","3.84","2.20","0.90","68","","","","86.6"
"2019","64","City, University of London","136","3.63","2.44","0.53","65","","","","86.6"
"2019","65","Hertfordshire","111","4.46","2.05","0.09","67","","","","86.3"
"2019","66","Aberystwyth","102","4.25","2.52","0.64","60","","","","86.3"
"2019","67","Edinburgh Napier","152","3.88","","","","","","","86.3"
"2019","68","Kingston","100","4.15","2.78","0.26","59","","","","85.6"
"2019","69","Birmingham City","108","3.94","2.42","0.05","68","","","","85.6"
"2019","70","Buckingham","111","4.15","","","73","","","","85.3"
"2019","71","Greenwich","125","3.84","2.21","0.19","60","","","","84.6"
"2019","72","London Metropolitan","109","4.26","","","62","","","","83.7"
"2019","73","Leeds Beckett","104","3.90","1.92","0.11","59","","","","82.7"
"2019","74","Chester","98","3.76","","","","","","","82.2"
"2019","75","London South Bank","83","3.80","","","","","","","81.4"
"2019","76","East London","88","4.08","2.26","0.06","46","","","","80.9"
"2019","77","Northampton","94","3.80","","","45","","","","78.7"
"2020","1","Cambridge","233","3.95","3.42","0.71","94","","","","100.0"
"2020","2","Oxford","219","4.02","3.44","0.86","84","","","","98.2"
"2020","3","Warwick","188","4.06","3.41","0.80","93","","","","98.2"
"2020","4","St Andrews","215","4.07","2.92","0.66","93","","","","98.1"
"2020","5","London School of Economics","202","3.57","3.55","0.92","90","","","","97.6"
"2020","6","University College London","195","3.79","3.78","0.82","85","","","","97.3"
"2020","7","Bath","188","3.93","3.20","0.75","90","","","","96.7"
"2020","8","Durham","201","3.93","3.05","0.52","90","","","","96.5"
"2020","9","Nottingham","186","4.12","3.05","0.76","88","","","","96.5"
"2020","10","Exeter","180","4.01","2.78","0.79","92","","","","96.0"
"2020","11","Leeds","172","4.10","3.18","0.75","88","","","","96.0"
"2020","12","Glasgow","185","3.84","2.86","0.79","91","","","","95.8"
"2020","13","Strathclyde","202","3.98","3.17","0.82","79","","","","95.7"
"2020","14","Bristol","178","3.81","3.32","0.74","84","","","","95.2"
"2020","15","Loughborough","156","4.17","2.97","0.80","87","","","","94.9"
"2020","16","Lancaster","148","4.10","3.16","0.79","87","","","","94.8"
"2020","17","Aberdeen","188","3.95","2.48","0.80","85","","","","94.4"
"2020","18","Newcastle","156","3.87","2.72","0.67","91","","","","94.0"
"2020","19","Edinburgh","191","3.83","3.14","0.63","77","","","","94.0"
"2020","20","York","152","3.99","2.93","0.61","86","","","","93.7"
"2020","21","Birmingham","157","3.93","2.78","0.90","84","","","","93.6"
"2020","22","Surrey","153","4.04","3.01","0.83","80","","","","93.4"
"2020","23","Aston","129","3.99","3.07","0.43","91","","","","93.4"
"2020","24","Liverpool","146","4.08","2.92","0.53","85","","","","93.2"
"2020","25","Manchester","169","3.88","2.89","0.74","79","","","","93.1"
"2020","26","Heriot-Watt","140","4.08","2.75","0.62","86","","","","92.9"
"2020","27","Royal Holloway, University of London","124","3.97","3.11","0.63","87","","","","92.9"
"2020","28","Southampton","145","3.85","2.70","0.78","86","","","","92.7"
"2020","29","East Anglia (UEA)","136","4.21","3.04","0.64","79","","","","92.6"
"2020","30","Queen Mary, University of London","151","3.85","2.98","0.79","79","","","","92.5"
"2020","31","Sheffield","154","3.92","2.58","0.57","85","","","","92.5"
"2020","32","Cardiff","154","3.85","3.28","0.56","76","","","","92.4"
"2020","33","Stirling","144","3.94","2.97","0.59","80","","","","92.2"
"2020","34","Dundee","170","3.95","2.30","0.65","81","","","","92.2"
"2020","35","Nottingham Trent","122","4.34","2.65","0.17","87","","","","91.8"
"2020","36","Queen's, Belfast","142","4.01","2.88","0.88","75","","","","91.8"
"2020","37","Sussex","143","3.79","2.84","0.73","80","","","","91.7"
"2020","38","Swansea","128","3.93","2.93","0.57","82","","","","91.6"
"2020","39","Essex","100","4.40","3.25","0.83","74","","","","91.4"
"2020","40","Kent","134","4.02","2.32","0.84","83","","","","91.4"
"2020","41","SOAS University of London","147","3.59","2.70","0.72","81","","","","91.2"
"2020","42","Coventry","113","4.31","2.50","0.06","84","","","","90.2"
"2020","43","Ulster","121","3.96","2.94","0.96","70","","","","90.1"
"2020","44","Reading","129","3.71","3.11","0.61","73","","","","90.0"
"2020","45","De Montfort","95","4.18","2.74","0.33","82","","","","89.8"
"2020","46","King's College London","188","3.85","","","78","","","","89.5"
"2020","47","West of England, Bristol","116","4.10","2.59","0.23","79","","","","89.5"
"2020","48","Goldsmiths, University of London","114","3.83","2.50","0.95","","","","","89.5"
"2020","49","Portsmouth","106","4.06","2.74","0.31","79","","","","89.4"
"2020","50","Hull","115","3.80","2.54","0.46","80","","","","89.2"
"2020","51","Bangor","97","4.23","2.81","0.70","71","","","","89.0"
"2020","52","Buckingham","112","4.49","","","86","","","","89.0"
"2020","53","Leicester","128","3.71","2.59","0.77","72","","","","88.9"
"2020","54","Oxford Brookes","118","3.87","2.65","0.19","76","","","","88.6"
"2020","55","Plymouth","113","4.03","2.48","0.60","72","","","","88.5"
"2020","56","Manchester Metropolitan","118","3.95","2.60","0.16","75","","","","88.4"
"2020","57","Huddersfield","121","4.02","2.44","0.17","","","","","88.4"
"2020","58","Middlesex","98","4.00","2.72","0.32","","","","","88.2"
"2020","59","Hertfordshire","100","4.50","2.05","0.09","76","","","","87.8"
"2020","60","Salford","109","3.76","2.66","0.22","","","","","87.5"
"2020","61","Bradford","117","3.46","2.83","0.33","72","","","","87.5"
"2020","62","Keele","110","4.10","2.40","0.54","67","","","","87.3"
"2020","63","London South Bank","104","3.85","","","87","","","","87.2"
"2020","64","Birmingham City","107","4.19","2.42","0.05","69","","","","86.9"
"2020","65","Aberystwyth","88","4.32","2.52","0.64","63","","","","86.7"
"2020","66","Central Lancashire","103","4.14","2.40","0.22","67","","","","86.5"
"2020","67","Greenwich","123","4.04","2.21","0.19","66","","","","86.5"
"2020","68","City, University of London","136","3.84","2.44","0.53","58","","","","86.4"
"2020","69","Brunel University London","108","3.72","2.20","0.90","66","","","","86.3"
"2020","70","Cardiff Metropolitan","106","3.71","","","81","","","","85.8"
"2020","71","East London","86","4.61","2.26","0.06","60","","","","85.1"
"2020","72","London Metropolitan","108","4.43","","","65","","","","85.1"
"2020","73","Leeds Beckett","104","4.14","1.92","0.11","63","","","","84.6"
"2020","74","Kingston","92","3.81","2.78","0.26","50","","","","83.2"
"2020","75","Chester","97","3.51","","","","","","","82.4"
"2020","76","Anglia Ruskin","76","4.25","","","60","","","","82.3"
"2020","77","Northampton","91","4.05","","","51","","","","80.9"
"2021","1","Cambridge","223","","3.42","0.71","94","","","","100.0"
"2021","2","Oxford","213","","3.44","0.86","84","","","","97.6"
"2021","3","St Andrews","216","4.38","2.92","0.66","93","","","","96.6"
"2021","4","Warwick","173","4.18","3.41","0.80","93","","","","95.3"
"2021","5","London School of Economics","178","3.74","3.55","0.92","90","","","","94.3"
"2021","6","Glasgow","188","3.97","2.86","0.79","91","","","","93.9"
"2021","7","Durham","199","3.86","3.05","0.52","90","","","","93.9"
"2021","8","Strathclyde","201","4.17","3.17","0.82","79","","","","93.8"
"2021","9","University College London","175","3.79","3.78","0.82","85","","","","93.8"
"2021","10","Bath","175","3.91","3.20","0.75","90","","","","93.6"
"2021","11","Leeds","171","4.05","3.18","0.75","88","","","","93.4"
"2021","12","Nottingham","176","3.94","3.05","0.76","88","","","","93.1"
"2021","13","Bristol","172","4.04","3.32","0.74","84","","","","93.1"
"2021","14","Exeter","169","3.93","2.78","0.79","92","","","","92.9"
"2021","15","King's College London","195","3.82","3.12","0.79","78","","","","92.2"
"2021","16","Loughborough","148","4.15","2.97","0.80","87","","","","92.2"
"2021","17","Aberdeen","182","4.01","2.48","0.80","85","","","","92.0"
"2021","18","Lancaster","143","3.96","3.16","0.79","87","","","","91.7"
"2021","19","York","152","4.00","2.93","0.61","86","","","","91.3"
"2021","20","Edinburgh","179","3.90","3.14","0.63","77","","","","91.3"
"2021","21","Heriot-Watt","149","4.15","2.75","0.62","86","","","","91.3"
"2021","22","Newcastle","153","3.76","2.72","0.67","91","","","","91.2"
"2021","23","Birmingham","155","3.90","2.78","0.90","84","","","","91.1"
"2021","24","Aston","125","4.05","3.07","0.43","91","","","","91.0"
"2021","25","Queen Mary, University of London","156","4.03","2.98","0.79","79","","","","90.9"
"2021","26","Manchester","169","3.90","2.89","0.74","79","","","","90.8"
"2021","27","Stirling","155","4.08","2.97","0.59","80","","","","90.7"
"2021","28","Southampton","143","3.99","2.70","0.78","86","","","","90.7"
"2021","29","Liverpool","140","4.02","2.92","0.53","85","","","","90.5"
"2021","30","Royal Holloway, University of London","123","3.98","3.11","0.63","87","","","","90.4"
"2021","31","Surrey","145","3.93","3.01","0.83","80","","","","90.4"
"2021","32","SOAS University of London","159","3.89","2.70","0.72","81","","","","90.2"
"2021","33","Sheffield","147","3.97","2.58","0.57","85","","","","90.0"
"2021","34","East Anglia (UEA)","130","4.22","3.04","0.64","79","","","","90.0"
"2021","35","Dundee","166","3.91","2.30","0.65","81","","","","89.7"
"2021","36","Cardiff","153","3.76","3.28","0.56","76","","","","89.6"
"2021","37","Swansea","122","4.07","2.93","0.57","82","","","","89.4"
"2021","38","Sussex","134","3.95","2.84","0.73","80","","","","89.4"
"2021","39","Nottingham Trent","118","4.29","2.65","0.17","87","","","","89.3"
"2021","40","Kent","127","4.10","2.32","0.84","83","","","","89.1"
"2021","41","Queen's, Belfast","146","3.81","2.88","0.88","75","","","","89.0"
"2021","42","Essex","99","4.18","3.25","0.83","74","","","","88.4"
"2021","43","Goldsmiths, University of London","102","4.29","2.50","0.95","","","","","88.3"
"2021","44","Bangor","","4.06","2.81","0.70","71","","","","88.0"
"2021","45","Ulster","122","3.88","2.94","0.96","70","","","","87.6"
"2021","46","Reading","124","3.78","3.11","0.61","73","","","","87.6"
"2021","47","Salford","111","4.31","2.66","0.22","","","","","87.5"
"2021","48","Hull","115","3.97","2.54","0.46","80","","","","87.4"
"2021","49","Coventry","114","4.02","2.50","0.06","84","","","","87.3"
"2021","50","West of England, Bristol","108","4.21","2.59","0.23","79","","","","87.3"
"2021","51","Portsmouth","108","4.03","2.74","0.31","79","","","","87.3"
"2021","52","De Montfort","95","4.05","2.74","0.33","82","","","","87.2"
"2021","53","Huddersfield","111","4.40","2.44","0.17","","","","","87.1"
"2021","54","Leicester","130","3.85","2.59","0.77","72","","","","87.1"
"2021","55","Oxford Brookes","117","4.03","2.65","0.19","76","","","","86.8"
"2021","56","Plymouth","117","4.07","2.48","0.60","72","","","","86.6"
"2021","57","Buckingham","130","4.10","","","86","","","","86.4"
"2021","58","Manchester Metropolitan","114","3.91","2.60","0.16","75","","","","86.0"
"2021","59","Middlesex","103","3.86","2.72","0.32","","","","","85.7"
"2021","60","Cardiff Metropolitan","113","4.39","","","81","","","","85.6"
"2021","61","Sheffield Hallam","104","3.95","2.75","0.25","72","","","","85.6"
"2021","62","Central Lancashire","","4.26","2.40","0.22","67","","","","85.6"
"2021","63","Hertfordshire","90","4.50","2.05","0.09","76","","","","85.4"
"2021","64","Bradford","107","3.72","2.83","0.33","72","","","","85.3"
"2021","65","Aberystwyth","116","4.09","2.52","0.64","63","","","","85.3"
"2021","66","London South Bank","87","4.15","","","87","","","","84.7"
"2021","67","Keele","96","4.02","2.40","0.54","67","","","","84.4"
"2021","68","Greenwich","112","4.14","2.21","0.19","66","","","","84.3"
"2021","69","City, University of London","128","3.97","2.44","0.53","58","","","","84.3"
"2021","70","Brunel University London","107","3.77","2.20","0.90","66","","","","84.3"
"2021","71","Birmingham City","102","3.99","2.42","0.05","69","","","","84.1"
"2021","72","Lincoln","110","4.09","","","","","","","82.7"
"2021","73","East London","76","4.55","2.26","0.06","60","","","","82.6"
"2021","74","Leeds Beckett","100","4.00","1.92","0.11","63","","","","82.1"
"2021","75","London Metropolitan","97","4.26","","","65","","","","81.8"
"2021","76","Kingston","89","4.05","2.78","0.26","50","","","","81.6"
"2021","77","Chester","107","3.47","","","","","","","80.2"
"2021","78","Northampton","84","3.89","","","51","","","","77.8"
"2022","1","University of Cambridge","221","","3.42","0.71","","98.0","94.0","","100.0"
"2022","2","University of Oxford","210","","3.44","0.86","","92.0","86.0","","97.8"
"2022","3","University of Warwick","186","4.20","3.41","0.80","","96.0","84.0","","94.5"
"2022","4","UCL (University College London)","199","3.84","3.78","0.82","","92.0","84.0","","94.4"
"2022","5","London School of Economics and Political Science, University of London","193","3.94","3.55","0.92","","92.0","84.0","","94.1"
"2022","6","University of St Andrews","221","4.22","2.92","0.66","","84.0","92.0","","94.1"
"2022","7","University of Strathclyde","197","4.12","3.17","0.82","","92.0","76.0","","93.2"
"2022","8","King's College London, University of London","195","3.83","3.12","0.79","","92.0","90.0","","93.1"
"2022","9","University of Glasgow","194","4.02","2.86","0.79","","88.0","96.0","","93.0"
"2022","10","University of Bath","171","3.91","3.20","0.75","","94.0","86.0","","92.2"
"2022","11","University of Bristol","167","3.86","3.32","0.74","","92.0","84.0","","91.7"
"2022","12","University of Leeds","167","4.04","3.18","0.75","","86.0","86.0","","91.3"
"2022","13","University of Edinburgh","177","3.82","3.14","0.63","","88.0","86.0","","91.1"
"2022","14","University of Exeter","164","4.04","2.78","0.79","","90.0","86.0","","90.8"
"2022","15","University of Nottingham","169","3.77","3.05","0.76","","90.0","84.0","","90.6"
"2022","16","Durham University","184","3.79","3.05","0.52","","88.0","82.0","","90.5"
"2022","17","Loughborough University","148","4.27","2.97","0.80","","82.0","86.0","","90.2"
"2022","18","University of Stirling","152","4.19","2.97","0.59","","","","","89.8"
"2022","19","Lancaster University","139","4.04","3.16","0.79","","84.0","88.0","","89.8"
"2022","20","University of Dundee","176","4.13","2.30","0.65","","","","","89.4"
"2022","21","University of Surrey","132","3.86","3.01","0.83","","90.0","86.0","","89.2"
"2022","22","University of York","146","3.96","2.93","0.61","","88.0","84.0","","89.2"
"2022","23","Queen Mary University of London","154","3.84","2.98","0.79","","84.0","82.0","","89.1"
"2022","24","University of Birmingham","150","3.88","2.78","0.90","","88.0","78.0","","89.0"
"2022","25","Heriot-Watt University","165","3.76","2.75","0.62","","","","","88.4"
"2022","26","Newcastle University","150","3.88","2.72","0.67","","86.0","82.0","","88.4"
"2022","27","University of Manchester","161","3.91","2.89","0.74","","78.0","76.0","","88.1"
"2022","28","University of Southampton","139","4.04","2.70","0.78","","80.0","86.0","","88.1"
"2022","29","University of East Anglia UEA","129","4.18","3.04","0.64","","78.0","80.0","","87.7"
"2022","30","University of Liverpool","140","4.08","2.92","0.53","","80.0","80.0","","87.7"
"2022","31","Cardiff University","140","3.53","3.28","0.56","","82.0","86.0","","87.6"
"2022","32","University of Kent","123","4.28","2.32","0.84","","82.0","86.0","","87.6"
"2022","33","Queen's University Belfast","139","3.77","2.88","0.88","","78.0","84.0","","87.5"
"2022","34","University of Aberdeen","172","3.72","2.48","0.80","","76.0","","","87.4"
"2022","35","Ulster University","115","3.93","2.94","0.96","","86.0","74.0","","87.3"
"2022","36","Aston University, Birmingham","117","3.90","3.07","0.43","","86.0","82.0","","87.1"
"2022","37","University of Sheffield","145","4.08","2.58","0.57","","84.0","70.0","","87.1"
"2022","38","Swansea University","118","4.04","2.93","0.57","","78.0","86.0","","86.8"
"2022","39","University of Essex","105","4.37","3.25","0.83","","72.0","74.0","","86.7"
"2022","40","Nottingham Trent University","112","4.19","2.65","0.17","","82.0","88.0","","86.2"
"2022","41","University of Sussex","133","3.73","2.84","0.73","","80.0","74.0","","86.0"
"2022","42","SOAS University of London","143","3.92","2.70","0.72","","76.0","70.0","","86.0"
"2022","43","University of Reading","119","3.89","3.11","0.61","","78.0","70.0","","85.6"
"2022","44","University of Salford","114","4.22","2.66","0.22","","","","","85.4"
"2022","45","Bristol, University of the West of England","106","4.05","2.59","0.23","","82.0","86.0","","85.3"
"2022","46","Royal Holloway, University of London","116","3.95","3.11","0.63","","72.0","72.0","","85.0"
"2022","47","Bangor University","94","3.97","2.81","0.70","","","","","84.8"
"2022","48","Sheffield Hallam University","103","4.03","2.75","0.25","","76.0","86.0","","84.7"
"2022","49","University of Central Lancashire","106","4.37","2.40","0.22","","","","","84.7"
"2022","50","University of Portsmouth","107","3.98","2.74","0.31","","76.0","84.0","","84.7"
"2022","51","University of Hull","","3.75","2.54","0.46","","82.0","74.0","","84.6"
"2022","52","University of Bradford","106","3.93","2.83","0.33","","","","","84.4"
"2022","53","Goldsmiths, University of London","103","3.74","2.50","0.95","","","","","84.2"
"2022","54","Coventry University","97","4.06","2.50","0.06","","86.0","78.0","","84.1"
"2022","55","Oxford Brookes University","119","3.98","2.65","0.19","","76.0","74.0","","84.0"
"2022","56","University of Leicester","126","3.68","2.59","0.77","","68.0","74.0","","83.5"
"2022","57","Manchester Metropolitan University","115","3.88","2.60","0.16","","74.0","70.0","","82.8"
"2022","58","University of East London","80","4.54","2.26","0.06","","","","","82.7"
"2022","59","Keele University","96","3.84","2.40","0.54","","","","","82.7"
"2022","60","City, University of London","120","3.84","2.44","0.53","","66.0","68.0","","82.1"
"2022","61","University of Greenwich","95","4.04","2.21","0.19","","74.0","78.0","","82.1"
"2022","62","University of Hertfordshire","85","4.69","2.05","0.09","","70.0","72.0","","82.0"
"2022","63","Brunel University London","108","3.67","2.20","0.90","","70.0","68.0","","81.8"
"2022","64","University of Plymouth","109","4.13","2.48","0.60","","56.0","70.0","","81.6"
"2022","65","De Montfort University","92","3.93","2.74","0.33","","62.0","78.0","","81.5"
"2022","66","Middlesex University","88","3.55","2.72","0.32","","","","","81.3"
"2022","67","Leeds Beckett University","93","4.09","1.92","0.11","","74.0","74.0","","81.0"
"2022","68","University of Huddersfield","111","3.94","2.44","0.17","","60.0","","","81.0"
"2022","69","University of Buckingham","114","4.16","","","","","","","80.9"
"2022","70","University of Lincoln","106","4.28","","","","","","","80.9"
"2022","71","University of Derby","104","4.26","","","","","","","80.6"
"2022","72","Cardiff Metropolitan University","85","4.16","","","","66.0","86.0","","79.4"
"2022","73","Birmingham City University","104","3.83","2.42","0.05","","60.0","66.0","","79.3"
"2022","74","University of Brighton","85","4.26","","","","","","","79.3"
"2022","75","University of Chester","98","4.03","","","","","","","79.3"
"2022","76","London South Bank University","85","4.15","","","","","","","78.9"
"2022","77","Kingston University","88","4.14","2.78","0.26","","52.0","52.0","","78.6"
"2022","78","London Metropolitan University","74","4.10","","","","","","","77.9"
"2022","79","University of Northampton","76","3.89","","","","","","","77.2"
"2022","80","University of Wolverhampton","72","3.88","","","","","","","76.8"
